Frame 0:
  473, 84, 2025, 635
  418, 20, 1361, 152
  197, 110, 977, 730
  426, 4, 1429, 131
  413, 17, 1353, 145
  443, 87, 1889, 596
  399, 36, 1347, 244
  178, 91, 967, 686
  232, 4, 950, 168
  239, 0, 947, 147
  547, 61, 2098, 630
  456, 73, 1895, 690
  533, 66, 2117, 599
  539, 66, 2112, 621
  410, 18, 1510, 303
  242, 18, 992, 224
  252, 6, 982, 180
  524, -3, 1755, 155
  535, 61, 2116, 569
  536, 2, 1867, 179
  549, 61, 2112, 634
  540, 65, 2110, 604
  512, 22, 2106, 266
  521, 69, 2105, 642
  484, 6, 1771, 206
  535, 68, 2081, 599
  501, 59, 2109, 444
  183, 98, 1052, 695
  414, 10, 1363, 132
  316, 89, 2152, 604
  500, 82, 1992, 646
  361, 115, 1412, 687
  235, 78, 1218, 741
  512, 70, 2112, 533
  514, 74, 2099, 609
  406, 27, 1323, 170
  531, 65, 2119, 592
  197, 33, 991, 360
  219, 125, 1076, 696
  438, 5, 1454, 156
  554, 1, 2049, 218
  554, -3, 1919, 171
  424, 14, 1406, 145
  334, 133, 1399, 698
  472, 67, 1980, 598
  415, 19, 1368, 150
  551, 5, 2083, 255
  535, 67, 2029, 639
  501, 84, 2012, 625
  188, 60, 1048, 498
  275, 3, 1085, 123
  500, 0, 1648, 155
  269, 49, 1141, 456
  255, 23, 1090, 204
  229, 79, 1507, 702
  184, 90, 967, 695
  465, 71, 1949, 638
  410, 28, 1372, 177
  418, 23, 1364, 160
  532, 74, 2047, 584
  246, 10, 1015, 175
  172, 83, 993, 665
  550, -6, 2016, 167
  222, 18, 955, 224
  508, -5, 1647, 142
  206, 152, 1021, 733
  330, 13, 1160, 195
  453, 75, 1909, 677
  230, 18, 996, 216
  492, 81, 2107, 552
  552, -1, 2015, 192
  420, 6, 1435, 133
  531, 76, 2067, 600
  533, 65, 2093, 577
  558, 51, 2092, 578
  532, 54, 2103, 485
  352, 73, 1714, 650
  535, 67, 1981, 696
  313, 16, 1159, 166
  433, 46, 2046, 422
  529, 68, 2106, 621
  301, 79, 1280, 475
  501, 75, 2106, 620
  418, 5, 1409, 118
  201, 65, 998, 549
  549, 58, 2124, 643
  512, 77, 2094, 609
  428, 9, 1446, 156
  540, 73, 2048, 640
  453, 85, 1872, 619
  455, 20, 1795, 288
  553, 5, 2097, 254
  539, 68, 2085, 613
  417, 19, 1393, 158
  526, 65, 2061, 541
  537, 71, 2046, 637
  230, 36, 1118, 394
  439, -1, 1478, 133
  541, 35, 2103, 405
  424, 7, 1435, 146

Frame 1:
  471, 84, 2027, 635
  418, 20, 1361, 152
  197, 110, 977, 730
  426, 4, 1429, 131
  413, 17, 1353, 145
  442, 87, 1889, 596
  399, 36, 1346, 243
  178, 91, 967, 686
  232, 4, 950, 168
  239, 0, 947, 147
  547, 61, 2098, 630
  457, 73, 1896, 690
  533, 66, 2117, 599
  539, 66, 2112, 621
  410, 18, 1510, 304
  242, 18, 992, 224
  252, 6, 982, 180
  524, -3, 1755, 155
