Frame 0:
  179, 11, 855, 321
  395, 21, 1312, 166
  204, 45, 1025, 1039
  422, 20, 1360, 162
  366, 21, 1291, 174
  349, 95, 1286, 657
  351, 42, 1230, 312
  224, 35, 989, 358
  234, 3, 932, 152
  295, 13, 1200, 176
  513, 88, 2051, 636
  175, 71, 970, 644
  516, 44, 2028, 1068
  553, 77, 2047, 647
  353, 631, 1166, 1067
  198, 15, 933, 264
  223, 0, 862, 139
  520, 9, 2028, 217
  538, 71, 2051, 597
  469, 84, 2046, 630
  502, 40, 2034, 1072
  543, 86, 2040, 637
  545, -5, 1793, 175
  580, 306, 1794, 1028
  429, 20, 1423, 190
  523, 92, 2052, 633
  470, 64, 2032, 575
  234, 78, 1028, 644
  396, 22, 1311, 169
  83, -11, 438, 176
  196, 51, 968, 939
  341, 242, 983, 656
  281, 369, 1126, 1044
  484, 19, 2018, 335
  505, 90, 2042, 733
  369, 21, 1253, 173
  550, 80, 2044, 632
  210, 24, 959, 321
  246, 42, 1005, 402
  421, 12, 1418, 159
  512, 13, 2024, 271
  510, 17, 2035, 280
  414, 22, 1346, 166
  181, 78, 1014, 658
  181, 6, 858, 220
  241, 82, 1092, 653
  534, 22, 2034, 292
  448, 264, 1402, 1021
  187, 18, 884, 342
  251, 18, 1012, 225
  292, 16, 1152, 171
  513, 21, 2041, 264
  338, 55, 1186, 1057
  237, 36, 1029, 341
  233, 45, 973, 460
  168, 76, 983, 652
  191, 3, 838, 201
  424, 22, 1349, 166
  404, 23, 1333, 171
  289, 26, 2036, 1071
  238, 13, 1013, 202
  169, 78, 980, 665
  565, -9, 1784, 151
  207, 5, 883, 183
  489, 2, 1998, 150
  230, 78, 984, 657
  121, -7, 633, 141
  196, 75, 994, 660
  220, 10, 953, 186
  523, 13, 1829, 406
  499, 0, 1908, 190
  465, 84, 2050, 738
  408, 75, 2027, 650
  529, 84, 2060, 629
  532, 191, 2038, 1025
  543, 89, 2044, 631
  186, 20, 891, 337
  82, 60, 584, 920
  289, 15, 1085, 174
  133, -7, 677, 162
  510, 88, 2053, 765
  280, 42, 1073, 352
  436, 46, 1996, 1033
  399, 20, 1355, 170
  223, 7, 894, 194
  575, 448, 1977, 1051
  430, 76, 2011, 660
  513, 91, 2045, 631
  484, 48, 2038, 1062
  411, 50, 1353, 330
  501, 90, 2055, 634
  545, 86, 2045, 630
  511, 92, 2050, 660
  426, 22, 1355, 165
  425, 20, 1372, 166
  414, 50, 1377, 1067
  211, 3, 865, 176
  484, 13, 1991, 186
  505, 49, 2042, 1065
  432, 19, 1390, 162

Frame 1:
  173, 13, 853, 333
  395, 21, 1313, 166
  200, 56, 1014, 985
  423, 21, 1359, 163
  378, 22, 1304, 173
  318, 90, 1207, 670
  354, 40, 1228, 298
  223, 36, 989, 365
  231, 3, 931, 151
  295, 13, 1199, 176
  533, 86, 2051, 634
  197, 64, 966, 591
  516, 42, 2028, 1070
  572, 75, 2040, 643
  356, 636, 1169, 1067
  183, 13, 922, 249
  222, 0, 866, 138
  520, 8, 2026, 204
  541, 68, 2052, 583
  470, 83, 2046, 629
  504, 42, 2037, 1072
  543, 86, 2041, 636
  547, -7, 1791, 171
  590, 307, 1796, 1029
  426, 19, 1396, 171
  522, 92, 2052, 632
  472, 63, 2033, 573
  227, 78, 1017, 660
  398, 22, 1315, 169
  80, -12, 430, 175
  197, 51, 970, 945
  366, 396, 969, 676
  281, 394, 1124, 1047
  485, 19, 2019, 334
  508, 88, 2041, 705
  373, 22, 1252, 173
  553, 79, 2045, 631
  195, 22, 938, 309
  259, 39, 1015, 357
  420, 12, 1411, 158
  512, 13, 2024, 268
  510, 17, 2035, 274
  417, 22, 1346, 167
  200, 79, 1020, 674
  171, 6, 853, 215
  242, 79, 1090, 656
  534, 22, 2034, 292
  448, 250, 1403, 1019
  177, 19, 877, 348
  256, 15, 1009, 196
  290, 16, 1147, 170
  513, 20, 2040, 259
  334, 199, 1175, 1019
  250, 33, 1041, 320
  228, 34, 950, 405
  184, 78, 989, 670
  179, 4, 833, 204
  425, 23, 1351, 167
  408, 23, 1334, 172
  287, 26, 2037, 1071
  231, 12, 1002, 192
  178, 79, 990, 676
  566, -9, 1784, 149
  202, 5, 877, 182
  495, 2, 1998, 150
  140, 149, 959, 668
  123, -7, 640, 138
  200, 76, 996, 672
  222, 10, 947, 186
  523, 14, 1829, 412
  496, 0, 1916, 186
  472, 70, 2039, 973
  421, 76, 2032, 650
  535, 81, 2060, 614
  538, 202, 2037, 1026
  542, 89, 2044, 631
  175, 22, 883, 349
  84, 55, 595, 921
  293, 16, 1087, 174
  142, -5, 703, 162
  513, 89, 2052, 745
  279, 43, 1055, 362
  445, 37, 1978, 1064
  404, 21, 1356, 170
  221, 7, 890, 194
  579, 472, 1989, 1055
  437, 76, 2004, 657
  514, 91, 2045, 630
  490, 47, 2041, 1065
  414, 53, 1357, 342
  499, 89, 2057, 632
  540, 87, 2047, 629
  507, 91, 2049, 649
  427, 22, 1355, 165
  426, 20, 1370, 167
  404, 44, 1332, 1072
  202, 3, 861, 176
  483, 12, 1976, 179
  508, 53, 2044, 1049
  432, 19, 1387, 163

Frame 2:
  177, 14, 857, 336
  390, 21, 1307, 166
  196, 53, 1007, 999
  423, 20, 1361, 163
  365, 21, 1288, 174
  292, 89, 1124, 675
  348, 42, 1215, 316
  220, 38, 990, 378
  230, 3, 930, 153
  294, 13, 1196, 176
  510, 88, 2051, 636
  181, 67, 954, 630
  518, 43, 2028, 1069
  534, 79, 2045, 645
  338, 520, 1162, 1058
  181, 13, 916, 255
  218, 0, 861, 140
  521, 9, 2027, 212
  538, 70, 2051, 591
  468, 83, 2045, 629
  502, 38, 2035, 1074
  545, 85, 2040, 637
  545, -5, 1795, 176
  590, 307, 1793, 1029
  427, 19, 1398, 172
  518, 92, 2055, 633
  475, 72, 2033, 604
  232, 78, 1018, 664
  394, 21, 1310, 168
  81, -12, 430, 172
  194, 49, 940, 936
  356, 403, 966, 678
  262, 197, 1115, 1013
  482, 21, 2023, 341
  506, 88, 2041, 715
  368, 21, 1250, 173
  553, 79, 2044, 632
  195, 30, 946, 355
  252, 38, 1015, 358
  420, 12, 1411, 159
  509, 13, 2025, 271
  512, 17, 2036, 282
  417, 22, 1351, 166
  183, 78, 1014, 676
  169, 5, 853, 215
  265, 75, 1124, 578
  535, 22, 2034, 294
  447, 143, 1470, 1003
  176, 20, 877, 356
  253, 18, 1010, 218
